entertainment_id,type,title,description,rating,content_rating_id,release_year,number_of_reviews
323,Anime,K-On!,"A fresh high school year always means much to come, and one of those things is joining a club. Being in a dilemma about which club to join, Yui Hirasawa stumbles upon and applies for the Light Music Club, which she misinterprets to be about playing simple instruments, such as castanets. Unable to play an instrument, she decides to visit to apologize and quit.Meanwhile, the Light Music Club faces disbandment due to a lack of members. This causes the club members to offer anything, from food to slacking off during club time, in order to convince Yui to join. Despite their efforts, Yui insists on leaving due to her lack of musical experience. As a last resort, they play a piece for Yui, which sparks her fiery passion and finally convinces her to join the club.From then onward, it is just plain messing around with bits and pieces of practice. The members of the Light Music Club are ready to make their time together a delightful one![Written by MAL Rewrite]",7.86,"PG-13 - Teens 13 or older",2009,564509
186,Anime,"Summer Wars","OZ, a virtual world connected to the internet, has become extremely popular worldwide as a spot for people to engage in a large variety of activities, such as playing sports or shopping, through avatars created and customized by the user. OZ also possesses a near impenetrable security due to its strong encryption, ensuring that any personal data transmitted through the networks will be kept safe in order to protect those who use it. Because of its convenient applications, the majority of society has become highly dependent on the simulated reality, even going as far as entrusting the system with bringing back the unmanned asteroid explorer, Arawashi.Kenji Koiso is a 17-year-old math genius and part-time OZ moderator who is invited by his crush Natsuki Shinohara on a summer trip. But unbeknownst to him, this adventure requires him to act as her fiancé. Shortly after arriving at Natsuki's family's estate, which is preparing for her great-grandmother's 90th birthday, he receives a strange, coded message on his cell phone from an unknown sender who challenges him to solve it. Kenji is able to crack the code, but little does he know that his math expertise has just put Earth in great danger.[Written by MAL Rewrite]",8.02,"PG-13 - Teens 13 or older",2009,291346
346,Anime,"Eien no Filena","The story is centered around Filena, a princess who was raised as a boy after her kingdom was conquered.",5.57,"R - 17+ (violence & profanity)",1992,381
199,Anime,"Kiniro no Corda: Secondo Passo","The story continues after the intraschool music competition of the first game and anime series. The budding music student Kahoko meets the brusque boy Etō, the new youthful school board director Akihiko Kira, and the mysterious transfer student Aoi Kaji. (Source: ANN)",7.12,"PG-13 - Teens 13 or older",2009,18051
340,Anime,"Space Cobra Pilot","Pilot episode for the TV series.",6.38,"PG-13 - Teens 13 or older",1981,973
177,Anime,"Seitokaichou ni Chuukoku","Even as he tries to keep the student council president out of trouble, Vice President Chiga-kun finds himself being drawn to the president's strength and power. Chiga-kun wonders how he, being such an intelligent individual, can be so unwillingly taken with a boy who is so country and simple...(Source: Aarinfantasy)",6.92,"R+ - Mild Nudity",2009,25576
233,Anime,"Ai no Kusabi (2012)","The story is set in the future on the planet named Amoi which is controlled by a supercomputer named Jupiter. Among the mostly male human population, the light-haired elite class is allowed to temporarily keep the dark-haired ""mongrels"" as pets. One elite member, Iason, encounters a mongrel named Riki in the slums and decides to take him in. However, Iason keeps Riki longer than it is socially approved, and rumors abound about their possible relationship.",6.56,"R+ - Mild Nudity",2012,15309
407,Anime,"Zenmai Zamurai","200 years ago, Zenmai Zamurai was a thief by profession. While stealing from a house one night, he fell down a well and died. He was then resurrected by Daifukunokami and a wind-up key was placed on his head. If the key wound down, Zennosuke would die. The only way the key can be wound is by Zennosuke doing good deeds. In order to achieve this end, he is given the Dango-ken, which is a sword with Japanese Dumplings skewered onto it. Whenever Zenmai Zamurai sees people doing injustice or generally being out of control, he uses his sword to shoot the dumplings into their mouths. When the dumplings are eaten, the people suddenly become happy and realize the error of their ways. He helps out the people of his village in many ways, big and small. Whenever he has done well, a rainbow comes out of the sky to wind up his key.-Wikipedia",5.68,"G - All Ages",2006,220
248,Anime,"Shin Chou Kyou Ryo: Condor Hero III","Continuation of Legend of the Condor Hero II.",7.2,"PG-13 - Teens 13 or older",2008,912
398,Anime,Greed,"To succeed to his father, Lid Kail sets out a journey to defeat the incarnation of the evil that seems to dominate the world. Longn and Mimau also began to journey to achieve his father’s will. On their way, Key and Bagda join them. They overcome some difficulties, and finally they met Vaii, the evil. They managed to beat Vaii, but it still doesn't solve their problem...(Source: Animenfo)",4.71,"PG-13 - Teens 13 or older",1985,514
291,Anime,"Fight Ippatsu! Juuden-chan!!","Meet Plug, an unusual girl from a parallel world. Plug is a ""Juuden-chan,"" capable of ""recharging"" people down on their luck, spreading good cheer wherever she goes!",6.61,"R+ - Mild Nudity",2009,14645
391,Anime,"Maryuu Senki","Once upon a time, there was a certain family having strong influence on the rule of the Imperial Court. They had their own might called ""Kidou"" and yet got hated because of the might itself. At last, the patriarch of the family was entrapped to his death, and all the family was doomed to ruin... The present day — the survived descendants of this family, now calling themselves ""Kidousyuu"" schemed to resurrect their murdered patriarch once again, and the ferocious evil spell went into action.(Source: BakaBT)",5.14,"R+ - Mild Nudity",1987,974
409,Anime,"Sensei no Ojikan: Dokidoki School Hours OVA","The series is centered on 27-year-old homeroom teacher Mika Suzuki (who only looks about half her age) and the eccentric and colorful students of her class. (Source: Wikipedia)",6.54,"PG-13 - Teens 13 or older",2004,964
317,Anime,"Umi Monogatari: Anata ga Ite Kureta Koto","Marin and her younger sister Urin are seafolk who happen upon something quite strange: a beautiful silver ring lost beneath the waves. The kind-hearted Marin, intent on returning it to its owner, drags a reluctant Urin along with her to the sky world despite reminders of a turtle elder who left for the surface and never returned. After locating the ring's owner, Kanon Miyamori, they learn that Kanon had tossed it into the sea after her boyfriend dumped her earlier that day.Though Marin insists that such a lovely item should not be thrown away, Kanon discards it once again. As they search for the ring, Urin becomes separated from the other two and accidently breaks the seal on a stone coffin, releasing an evil being known as Sedna. Sensing Sedna's release, the formerly missing turtle elder, Matsumoto, reveals himself to Kanon and her companions, naming Marin as the Priestess of the Sea. Together with the Priestess of the Sky, she has the power to seal Sedna away again. And as luck would have it, during an encounter with one of Sedna's minions, Kanon discovers that she is the Priestess of the Sky. Though Kanon is hesitant, she and Marin decide to work together to save the world from the evil that threatens it.[Written by MAL Rewrite]",6.61,"PG-13 - Teens 13 or older",2009,7267
